,Name,Matlabel,Fish,Time,Date_cam
384,180713_151551,0,0,14:16:02,180713_1
385,180713_151557,0,0,14:16:08,180713_1
386,180713_151603,1,1,14:16:14,180713_1
387,180713_152503,0,0,14:25:13,180713_1
388,180713_152508,0,0,14:25:19,180713_1
389,180713_152513,0,0,14:25:24,180713_1
390,180713_152520,0,0,14:25:30,180713_1
391,180713_152527,0,0,14:25:37,180713_1
392,180713_152532,0,0,14:25:43,180713_1
393,180713_152538,0,0,14:25:49,180713_1
394,180713_152544,0,0,14:25:54,180713_1
395,180713_152550,0,0,14:26:01,180713_1
396,180713_152556,0,0,14:26:07,180713_1
397,180713_152605,0,0,14:26:16,180713_1
398,180713_152613,0,0,14:26:24,180713_1
399,180713_152658,0,0,14:27:08,180713_1
400,180713_152704,0,0,14:27:15,180713_1
401,180713_152711,0,0,14:27:21,180713_1
402,180713_152718,0,0,14:27:28,180713_1
403,180713_152723,0,0,14:27:34,180713_1
404,180713_152729,0,0,14:27:40,180713_1
405,180713_152735,0,0,14:27:45,180713_1
406,180713_152743,0,0,14:27:53,180713_1
407,180713_152748,0,0,14:27:59,180713_1
408,180713_152755,0,0,14:28:06,180713_1
409,180713_152801,0,0,14:28:12,180713_1
410,180713_152807,0,0,14:28:18,180713_1
411,180713_153703,0,0,14:37:13,180713_1
412,180713_153708,0,0,14:37:19,180713_1
413,180713_153714,0,0,14:37:24,180713_1
414,180713_153719,0,0,14:37:30,180713_1
415,180713_153725,0,0,14:37:35,180713_1
416,180713_153736,0,0,14:37:46,180713_1
417,180713_153742,0,0,14:37:53,180713_1
418,180713_153748,0,0,14:37:58,180713_1
419,180713_153753,0,0,14:38:04,180713_1
420,180713_153759,0,0,14:38:10,180713_1
421,180713_153807,0,0,14:38:18,180713_1
422,180713_153813,0,0,14:38:24,180713_1
423,180713_153855,0,0,14:39:05,180713_1
424,180713_153901,0,0,14:39:12,180713_1
425,180713_153907,1,9,14:39:18,180713_1
426,180713_153915,1,1,14:39:26,180713_1
427,180713_153924,0,0,14:39:35,180713_1
428,180713_153930,0,0,14:39:40,180713_1
429,180713_153937,0,0,14:39:47,180713_1
430,180713_153942,0,0,14:39:53,180713_1
431,180713_153948,1,1,14:39:58,180713_1
432,180713_153953,1,1,14:40:04,180713_1
433,180713_153959,0,0,14:40:10,180713_1
434,180713_154006,0,0,14:40:16,180713_1
435,180713_154903,0,0,14:49:13,180713_1
436,180713_154909,0,0,14:49:20,180713_1
437,180713_154915,0,0,14:49:25,180713_1
438,180713_154924,0,0,14:49:35,180713_1
439,180713_154932,0,0,14:49:43,180713_1
440,180713_154941,0,0,14:49:51,180713_1
441,180713_154949,0,0,14:50:00,180713_1
442,180713_154956,0,0,14:50:06,180713_1
443,180713_155004,0,0,14:50:15,180713_1
444,180713_155011,1,1,14:50:21,180713_1
445,180713_155053,1,1,14:50:27,180713_1
446,180713_155057,0,0,14:51:03,180713_1
447,180713_155102,0,0,14:51:12,180713_1
448,180713_155107,0,0,14:51:18,180713_1
449,180713_155113,0,0,14:51:24,180713_1
450,180713_155122,0,0,14:51:32,180713_1
451,180713_155130,0,0,14:51:40,180713_1
452,180713_155139,0,0,14:51:49,180713_1
453,180713_155145,0,0,14:51:56,180713_1
454,180713_155151,0,0,14:52:01,180713_1
455,180713_155158,0,0,14:52:09,180713_1
456,180713_155204,0,0,14:52:15,180713_1
457,180713_160103,0,0,15:01:13,180713_1
458,180713_160108,0,0,15:01:19,180713_1
459,180713_160114,1,1,15:01:24,180713_1
460,180713_160119,0,0,15:01:30,180713_1
461,180713_160125,0,0,15:01:35,180713_1
462,180713_160130,0,0,15:01:41,180713_1
463,180713_160136,0,0,15:01:47,180713_1
464,180713_160144,0,0,15:01:54,180713_1
465,180713_160150,0,0,15:02:00,180713_1
466,180713_160156,1,1,15:02:07,180713_1
467,180713_160202,1,2,15:02:13,180713_1
468,180713_160208,0,0,15:02:19,180713_1
469,180713_160248,0,0,15:02:58,180713_1
470,180713_160253,0,0,15:03:04,180713_1
471,180713_160259,0,0,15:03:09,180713_1
472,180713_160306,0,0,15:03:16,180713_1
473,180713_160311,0,0,15:03:22,180713_1
474,180713_160317,0,0,15:03:28,180713_1
475,180713_160324,0,0,15:03:35,180713_1
476,180713_160330,0,0,15:03:40,180713_1
477,180713_160338,0,0,15:03:48,180713_1
478,180713_160343,0,0,15:03:54,180713_1
479,180713_160351,1,1,15:04:02,180713_1
480,180713_160400,0,0,15:04:11,180713_1
481,180713_161303,0,0,15:13:13,180713_1
482,180713_161308,0,0,15:13:19,180713_1
483,180713_161314,0,0,15:13:24,180713_1
484,180713_161319,0,0,15:13:30,180713_1
485,180713_161325,0,0,15:13:36,180713_1
486,180713_161331,0,0,15:13:41,180713_1
487,180713_161336,0,0,15:13:47,180713_1
488,180713_161342,0,0,15:13:53,180713_1
489,180713_161351,0,0,15:14:01,180713_1
490,180713_161357,0,0,15:14:07,180713_1
491,180713_161405,0,0,15:14:16,180713_1
492,180713_161412,0,0,15:14:22,180713_1
493,180713_161455,1,2,15:15:05,180713_1
494,180713_161500,0,0,15:15:11,180713_1
495,180713_161507,0,0,15:15:18,180713_1
496,180713_161513,0,0,15:15:23,180713_1
497,180713_161521,0,0,15:15:32,180713_1
498,180713_161527,0,0,15:15:37,180713_1
499,180713_161534,0,0,15:15:44,180713_1
500,180713_161541,0,0,15:15:51,180713_1
501,180713_161547,0,0,15:15:57,180713_1
502,180713_161554,0,0,15:16:05,180713_1
503,180713_161600,0,0,15:16:11,180713_1
504,180713_161607,0,0,15:16:17,180713_1
505,180713_162503,0,0,15:25:13,180713_1
506,180713_162509,0,0,15:25:20,180713_1
507,180713_162515,0,0,15:25:26,180713_1
508,180713_162520,0,0,15:25:31,180713_1
509,180713_162527,0,0,15:25:38,180713_1
510,180713_162534,0,0,15:25:45,180713_1
511,180713_162540,0,0,15:25:51,180713_1
512,180713_162547,0,0,15:25:57,180713_1
513,180713_162553,0,0,15:26:04,180713_1
514,180713_162559,0,0,15:26:09,180713_1
515,180713_162607,0,0,15:26:17,180713_1
516,180713_162613,0,0,15:26:24,180713_1
517,180713_162653,0,0,15:27:03,180713_1
518,180713_162659,0,0,15:27:10,180713_1
519,180713_162706,0,0,15:27:17,180713_1
520,180713_162712,0,0,15:27:23,180713_1
521,180713_162718,0,0,15:27:28,180713_1
522,180713_162724,1,1,15:27:34,180713_1
523,180713_162732,1,0,15:27:42,180713_1
524,180713_162739,1,0,15:27:50,180713_1
525,180713_162746,1,1,15:27:57,180713_1
526,180713_162753,1,1,15:28:04,180713_1
527,180713_162801,1,1,15:28:12,180713_1
528,180713_162807,1,1,15:28:17,180713_1
529,180713_163702,0,0,15:37:12,180713_1
530,180713_163707,0,0,15:37:18,180713_1
531,180713_163719,0,0,15:37:30,180713_1
532,180713_163725,0,0,15:37:36,180713_1
533,180713_163732,0,0,15:37:42,180713_1
534,180713_163739,0,0,15:37:49,180713_1
535,180713_163744,0,0,15:37:55,180713_1
536,180713_163751,0,0,15:38:02,180713_1
537,180713_163759,1,1,15:38:10,180713_1
538,180713_163804,1,1,15:38:15,180713_1
539,180713_163811,1,8,15:38:22,180713_1
540,180713_163852,0,0,15:38:28,180713_1
541,180713_163857,1,28,15:39:03,180713_1
542,180713_163904,1,26,15:39:15,180713_1
543,180713_163910,1,22,15:39:21,180713_1
544,180713_163917,1,13,15:39:28,180713_1
545,180713_163924,0,0,15:39:35,180713_1
546,180713_163932,1,1,15:39:43,180713_1
547,180713_163938,0,0,15:39:49,180713_1
548,180713_163946,0,0,15:39:57,180713_1
549,180713_163954,0,0,15:40:04,180713_1
550,180713_164002,0,0,15:40:12,180713_1
551,180713_164903,0,0,15:49:13,180713_1
552,180713_164908,0,0,15:49:19,180713_1
553,180713_164914,0,0,15:49:24,180713_1
554,180713_164919,0,0,15:49:30,180713_1
555,180713_164925,0,0,15:49:36,180713_1
556,180713_164931,0,0,15:49:41,180713_1
557,180713_164936,0,0,15:49:47,180713_1
558,180713_164942,0,0,15:49:53,180713_1
559,180713_164948,0,0,15:49:58,180713_1
560,180713_164954,0,0,15:50:04,180713_1
561,180713_165002,1,1,15:50:13,180713_1
562,180713_165009,0,0,15:50:20,180713_1
563,180713_165049,1,3,15:50:59,180713_1
564,180713_165054,0,0,15:51:05,180713_1
565,180713_165101,0,0,15:51:12,180713_1
566,180713_165110,0,0,15:51:20,180713_1
567,180713_165115,0,0,15:51:26,180713_1
568,180713_165122,0,0,15:51:33,180713_1
569,180713_165129,1,4,15:51:40,180713_1
570,180713_170103,0,0,16:01:13,180713_1
571,180713_170109,0,0,16:01:20,180713_1
572,180713_170115,0,0,16:01:26,180713_1
573,180713_170120,0,0,16:01:31,180713_1
574,180713_170126,1,1,16:01:37,180713_1
575,180713_170136,0,0,16:01:46,180713_1
576,180713_170146,0,0,16:01:56,180713_1
577,180713_170153,0,0,16:02:04,180713_1
578,180713_170200,0,0,16:02:11,180713_1
579,180713_170208,0,0,16:02:19,180713_1
580,180713_170214,0,0,16:02:25,180713_1
581,180713_170255,0,0,16:02:32,180713_1
582,180713_170259,0,0,16:03:05,180713_1
583,180713_170304,0,0,16:03:15,180713_1
584,180713_170311,0,0,16:03:22,180713_1
585,180713_170318,1,1,16:03:29,180713_1
586,180713_170324,1,1,16:03:34,180713_1
587,180713_170331,1,1,16:03:42,180713_1
588,180713_170337,1,1,16:03:48,180713_1
589,180713_170344,0,0,16:03:54,180713_1
590,180713_170350,0,0,16:04:01,180713_1
591,180713_170358,0,0,16:04:09,180713_1
592,180713_170404,0,0,16:04:14,180713_1
593,180713_170409,0,0,16:04:20,180713_1
594,180713_171303,1,3,16:13:13,180713_1
595,180713_171308,0,0,16:13:19,180713_1
596,180713_171314,0,0,16:13:24,180713_1
597,180713_171324,0,0,16:13:35,180713_1
598,180713_171330,0,0,16:13:40,180713_1
599,180713_171335,0,0,16:13:46,180713_1
600,180713_171342,0,0,16:13:53,180713_1
601,180713_171352,0,0,16:14:03,180713_1
602,180713_171358,0,0,16:14:08,180713_1
603,180713_171406,0,0,16:14:16,180713_1
604,180713_171414,0,0,16:14:24,180713_1
605,180713_171453,1,3,16:14:31,180713_1
606,180713_171458,0,0,16:15:04,180713_1
607,180713_171505,0,0,16:15:16,180713_1
608,180713_171512,0,0,16:15:23,180713_1
609,180713_171518,0,0,16:15:29,180713_1
610,180713_171524,0,0,16:15:34,180713_1
611,180713_171529,0,0,16:15:40,180713_1
612,180713_171535,0,0,16:15:46,180713_1
613,180713_171541,0,0,16:15:52,180713_1
614,180713_171548,0,0,16:15:59,180713_1
615,180713_171557,0,0,16:16:08,180713_1
616,180713_171603,0,0,16:16:14,180713_1
617,180713_172503,0,0,16:25:14,180713_1
618,180713_172508,0,0,16:25:19,180713_1
619,180713_172514,0,0,16:25:25,180713_1
620,180713_172520,0,0,16:25:31,180713_1
621,180713_172528,0,0,16:25:39,180713_1
622,180713_172535,1,3,16:25:46,180713_1
623,180713_172541,1,4,16:25:52,180713_1
624,180713_172547,0,0,16:25:57,180713_1
625,180713_172553,0,0,16:26:04,180713_1
626,180713_172559,0,0,16:26:10,180713_1
627,180713_172605,0,0,16:26:15,180713_1
628,180713_172613,0,0,16:26:23,180713_1
629,180713_172656,0,0,16:27:06,180713_1
630,180713_173703,0,0,16:37:13,180713_1
631,180713_173708,0,0,16:37:19,180713_1
632,180713_173715,0,0,16:37:25,180713_1
633,180713_173724,1,7,16:37:35,180713_1
634,180713_173730,1,17,16:37:40,180713_1
635,180713_173735,1,12,16:37:46,180713_1
636,180713_173741,1,27,16:37:52,180713_1
637,180713_173748,1,10,16:37:59,180713_1
638,180713_173754,0,0,16:38:05,180713_1
639,180713_173802,0,0,16:38:13,180713_1
640,180713_173808,0,0,16:38:19,180713_1
641,180713_173814,0,0,16:38:24,180713_1
642,180713_173853,0,0,16:39:04,180713_1
643,180713_173858,0,0,16:39:09,180713_1
644,180713_173905,0,0,16:39:16,180713_1
645,180713_173911,0,0,16:39:22,180713_1
646,180713_173917,0,0,16:39:28,180713_1
647,180713_173924,0,0,16:39:34,180713_1
648,180713_173933,0,0,16:39:44,180713_1
649,180713_173939,0,0,16:39:49,180713_1
650,180713_173947,0,0,16:39:58,180713_1
651,180713_173953,0,0,16:40:03,180713_1
652,180713_173958,0,0,16:40:09,180713_1
653,180713_174004,0,0,16:40:15,180713_1
654,180713_174903,0,0,16:49:13,180713_1
655,180713_174910,1,1,16:49:20,180713_1
656,180713_174915,0,0,16:49:26,180713_1
657,180713_174924,0,0,16:49:34,180713_1
658,180713_174929,0,0,16:49:40,180713_1
659,180713_174935,1,1,16:49:46,180713_1
660,180713_174941,1,1,16:49:52,180713_1
661,180713_174947,0,0,16:49:58,180713_1
662,180713_174953,0,0,16:50:03,180713_1
663,180713_174958,0,0,16:50:09,180713_1
664,180713_175005,0,0,16:50:16,180713_1
665,180713_175011,0,0,16:50:21,180713_1
666,180713_175050,0,0,16:51:01,180713_1
667,180713_175056,0,0,16:51:06,180713_1
668,180713_175101,0,0,16:51:12,180713_1
669,180713_175109,0,0,16:51:19,180713_1
670,180713_175115,0,0,16:51:26,180713_1
671,180713_175122,0,0,16:51:33,180713_1
672,180713_175128,0,0,16:51:39,180713_1
673,180713_175135,0,0,16:51:46,180713_1
674,180713_175144,0,0,16:51:54,180713_1
675,180713_175152,0,0,16:52:02,180713_1
676,180713_175157,0,0,16:52:08,180713_1
677,180713_175203,0,0,16:52:14,180713_1
678,180713_180103,0,0,17:01:13,180713_1
679,180713_180108,0,0,17:01:19,180713_1
680,180713_180115,0,0,17:01:25,180713_1
681,180713_180120,0,0,17:01:31,180713_1
682,180713_180126,0,0,17:01:37,180713_1
683,180713_180136,0,0,17:01:46,180713_1
684,180713_180142,0,0,17:01:52,180713_1
685,180713_180147,0,0,17:01:58,180713_1
686,180713_180154,0,0,17:02:05,180713_1
687,180713_180204,0,0,17:02:15,180713_1
688,180713_180211,0,0,17:02:21,180713_1
689,180713_180216,0,0,17:02:27,180713_1
690,180713_180256,0,0,17:03:06,180713_1
691,180713_180302,1,1,17:03:13,180713_1
692,180713_180308,1,1,17:03:19,180713_1
693,180713_180314,0,0,17:03:24,180713_1
694,180713_180319,0,0,17:03:30,180713_1
695,180713_180328,1,4,17:03:38,180713_1
696,180713_180334,1,4,17:03:44,180713_1
697,180713_180339,0,0,17:03:50,180713_1
698,180713_180346,0,0,17:03:57,180713_1
699,180713_180352,1,6,17:04:03,180713_1
700,180713_180400,1,8,17:04:11,180713_1
701,180713_180409,0,0,17:04:19,180713_1
702,180713_181303,0,0,17:13:13,180713_1
703,180713_181309,0,0,17:13:20,180713_1
704,180713_181315,0,0,17:13:26,180713_1
705,180713_181321,0,0,17:13:31,180713_1
706,180713_181326,0,0,17:13:37,180713_1
707,180713_181333,0,0,17:13:43,180713_1
708,180713_181342,0,0,17:13:52,180713_1
709,180713_181347,0,0,17:13:58,180713_1
710,180713_181354,0,0,17:14:04,180713_1
711,180713_181401,0,0,17:14:11,180713_1
712,180713_181406,0,0,17:14:17,180713_1
713,180713_181413,0,0,17:14:24,180713_1
714,180713_181454,0,0,17:15:05,180713_1
715,180713_181501,0,0,17:15:12,180713_1
716,180713_181508,0,0,17:15:19,180713_1
717,180713_181514,0,0,17:15:24,180713_1
718,180713_181520,0,0,17:15:30,180713_1
719,180713_181527,0,0,17:15:37,180713_1
720,180713_181533,0,0,17:15:44,180713_1
721,180713_181541,0,0,17:15:52,180713_1
722,180713_181548,0,0,17:15:58,180713_1
723,180713_181554,1,1,17:16:04,180713_1
724,180713_181559,1,1,17:16:10,180713_1
725,180713_181605,1,1,17:16:16,180713_1
726,180713_182503,0,0,17:25:13,180713_1
727,180713_182508,0,0,17:25:19,180713_1
728,180713_182517,0,0,17:25:28,180713_1
729,180713_182523,0,0,17:25:33,180713_1
730,180713_182529,0,0,17:25:39,180713_1
731,180713_182536,0,0,17:25:46,180713_1
732,180713_182541,0,0,17:25:52,180713_1
733,180713_182547,0,0,17:25:57,180713_1
734,180713_182553,0,0,17:26:03,180713_1
735,180713_182601,0,0,17:26:12,180713_1
736,180713_182608,0,0,17:26:18,180713_1
737,180713_182615,0,0,17:26:25,180713_1
738,180713_182658,0,0,17:27:08,180713_1
739,180713_182705,0,0,17:27:15,180713_1
740,180713_182711,0,0,17:27:22,180713_1
741,180713_182717,0,0,17:27:28,180713_1
742,180713_182724,0,0,17:27:35,180713_1
743,180713_182732,0,0,17:27:43,180713_1
744,180713_182738,0,0,17:27:49,180713_1
745,180713_182744,0,0,17:27:55,180713_1
746,180713_182754,0,0,17:28:04,180713_1
747,180713_182800,0,0,17:28:10,180713_1
748,180713_182805,0,0,17:28:16,180713_1
749,180713_182812,0,0,17:28:23,180713_1
750,180713_183703,0,0,17:37:13,180713_1
751,180713_183708,0,0,17:37:19,180713_1
752,180713_183717,0,0,17:37:28,180713_1
753,180713_183725,0,0,17:37:35,180713_1
754,180713_183730,0,0,17:37:41,180713_1
755,180713_183739,0,0,17:37:49,180713_1
756,180713_183747,0,0,17:37:57,180713_1
757,180713_183753,0,0,17:38:04,180713_1
758,180713_183759,0,0,17:38:10,180713_1
759,180713_183809,1,5,17:38:20,180713_1
760,180713_183815,1,2,17:38:25,180713_1
761,180713_183853,0,0,17:38:31,180713_1
762,180713_183858,1,4,17:39:04,180713_1
763,180713_183905,0,0,17:39:16,180713_1
764,180713_183911,0,0,17:39:22,180713_1
765,180713_183917,0,0,17:39:27,180713_1
766,180713_183923,0,0,17:39:33,180713_1
767,180713_183928,0,0,17:39:39,180713_1
768,180713_183934,0,0,17:39:45,180713_1
769,180713_183942,0,0,17:39:53,180713_1
770,180713_183949,0,0,17:40:00,180713_1
771,180713_183957,0,0,17:40:08,180713_1
772,180713_184007,0,0,17:40:18,180713_1
773,180713_184902,1,1,17:49:13,180713_1
774,180713_184909,0,0,17:49:20,180713_1
775,180713_184917,0,0,17:49:28,180713_1
776,180713_184924,0,0,17:49:34,180713_1
777,180713_184929,0,0,17:49:40,180713_1
778,180713_184936,0,0,17:49:47,180713_1
779,180713_184944,0,0,17:49:55,180713_1
780,180713_184950,0,0,17:50:00,180713_1
781,180713_184958,1,4,17:50:09,180713_1
782,180713_185004,1,6,17:50:15,180713_1
783,180713_185010,0,0,17:50:21,180713_1
784,180713_185016,0,0,17:50:26,180713_1
785,180713_185057,0,0,17:51:08,180713_1
786,180713_185103,0,0,17:51:14,180713_1
787,180713_185109,0,0,17:51:20,180713_1
788,180713_185115,0,0,17:51:26,180713_1
789,180713_185123,0,0,17:51:34,180713_1
790,180713_185130,0,0,17:51:41,180713_1
791,180713_185137,0,0,17:51:48,180713_1
792,180713_185143,0,0,17:51:54,180713_1
793,180713_185149,0,0,17:51:59,180713_1
794,180713_185156,0,0,17:52:06,180713_1
795,180713_185201,0,0,17:52:12,180713_1
796,180713_185209,0,0,17:52:20,180713_1
797,180713_190102,1,2,18:01:12,180713_1
798,180713_190108,0,0,18:01:19,180713_1
799,180713_190114,0,0,18:01:25,180713_1
800,180713_190120,0,0,18:01:30,180713_1
801,180713_190125,0,0,18:01:36,180713_1
802,180713_190131,0,0,18:01:42,180713_1
803,180713_190141,0,0,18:01:51,180713_1
804,180713_190148,1,1,18:01:59,180713_1
805,180713_190154,0,0,18:02:05,180713_1
806,180713_190202,0,0,18:02:13,180713_1
807,180713_190208,0,0,18:02:19,180713_1
808,180713_190214,0,0,18:02:24,180713_1
809,180713_190256,0,0,18:03:06,180713_1
810,180713_190302,0,0,18:03:13,180713_1
811,180713_190308,0,0,18:03:19,180713_1
812,180713_190315,1,1,18:03:26,180713_1
813,180713_190321,1,1,18:03:31,180713_1
814,180713_190326,0,0,18:03:37,180713_1
815,180713_190333,0,0,18:03:43,180713_1
816,180713_190340,0,0,18:03:51,180713_1
817,180713_190346,0,0,18:03:57,180713_1
818,180713_190352,0,0,18:04:02,180713_1
819,180713_190357,0,0,18:04:08,180713_1
820,180713_190403,0,0,18:04:13,180713_1
821,180713_191303,0,0,18:13:13,180713_1
822,180713_191308,0,0,18:13:19,180713_1
823,180713_191314,0,0,18:13:24,180713_1
824,180713_191321,0,0,18:13:32,180713_1
825,180713_191330,0,0,18:13:41,180713_1
826,180713_191340,0,0,18:13:51,180713_1
827,180713_191345,0,0,18:13:56,180713_1
828,180713_191352,0,0,18:14:03,180713_1
829,180713_191400,0,0,18:14:11,180713_1
830,180713_191405,0,0,18:14:16,180713_1
831,180713_191411,0,0,18:14:22,180713_1
832,180713_191453,0,0,18:14:31,180713_1
833,180713_191457,0,0,18:15:04,180713_1
834,180713_191503,0,0,18:15:14,180713_1
835,180713_191509,0,0,18:15:20,180713_1
836,180713_191515,0,0,18:15:25,180713_1
837,180713_191520,0,0,18:15:31,180713_1
838,180713_191526,0,0,18:15:37,180713_1
839,180713_191535,0,0,18:15:45,180713_1
840,180713_191540,0,0,18:15:51,180713_1
841,180713_191547,0,0,18:15:58,180713_1
842,180713_191554,0,0,18:16:04,180713_1
843,180713_191600,0,0,18:16:10,180713_1
844,180713_191605,0,0,18:16:16,180713_1
845,180713_192503,0,0,18:25:13,180713_1
846,180713_192510,0,0,18:25:21,180713_1
847,180713_192518,0,0,18:25:28,180713_1
848,180713_192526,0,0,18:25:36,180713_1
849,180713_192533,0,0,18:25:43,180713_1
850,180713_192541,0,0,18:25:51,180713_1
851,180713_192552,0,0,18:26:02,180713_1
852,180713_192559,0,0,18:26:09,180713_1
853,180713_192607,0,0,18:26:17,180713_1
854,180713_192653,0,0,18:26:25,180713_1
855,180713_192658,0,0,18:27:04,180713_1
856,180713_192706,0,0,18:27:16,180713_1
857,180713_192713,0,0,18:27:23,180713_1
858,180713_192721,0,0,18:27:31,180713_1
859,180713_192729,0,0,18:27:39,180713_1
860,180713_192739,1,1,18:27:49,180713_1
861,180713_192747,0,0,18:27:57,180713_1
862,180713_192800,0,0,18:28:10,180713_1
863,180713_193703,0,0,18:37:13,180713_1
864,180713_193710,0,0,18:37:20,180713_1
865,180713_193718,0,0,18:37:28,180713_1
866,180713_193724,0,0,18:37:34,180713_1
867,180713_193732,0,0,18:37:42,180713_1
868,180713_193741,0,0,18:37:51,180713_1
869,180713_193748,0,0,18:37:58,180713_1
870,180713_193756,0,0,18:38:06,180713_1
871,180713_193804,0,0,18:38:14,180713_1
872,180713_193812,0,0,18:38:22,180713_1
873,180713_193853,0,0,18:38:30,180713_1
874,180713_193857,0,0,18:39:04,180713_1
875,180713_193903,0,0,18:39:13,180713_1
876,180713_193911,0,0,18:39:21,180713_1
877,180713_193919,0,0,18:39:29,180713_1
878,180713_193927,0,0,18:39:37,180713_1
879,180713_193935,0,0,18:39:45,180713_1
880,180713_193942,0,0,18:39:52,180713_1
881,180713_193950,0,0,18:40:00,180713_1
882,180713_194002,1,2,18:40:12,180713_1
883,180713_194903,0,0,18:49:13,180713_1
884,180713_194910,0,0,18:49:20,180713_1
885,180713_194917,0,0,18:49:27,180713_1
886,180713_194926,0,0,18:49:36,180713_1
887,180713_194933,0,0,18:49:43,180713_1
888,180713_194943,0,0,18:49:54,180713_1
889,180713_194951,0,0,18:50:01,180713_1
890,180713_194958,1,1,18:50:08,180713_1
891,180713_195006,0,0,18:50:16,180713_1
892,180713_195013,0,0,18:50:23,180713_1
893,180713_195053,0,0,18:50:31,180713_1
894,180713_195057,0,0,18:51:04,180713_1
895,180713_195102,0,0,18:51:12,180713_1
896,180713_195110,0,0,18:51:20,180713_1
897,180713_195117,0,0,18:51:27,180713_1
898,180713_195126,0,0,18:51:36,180713_1
899,180713_195134,0,0,18:51:44,180713_1
900,180713_195142,0,0,18:51:52,180713_1
901,180713_195152,0,0,18:52:02,180713_1
902,180713_195204,0,0,18:52:14,180713_1
903,180713_200103,0,0,19:01:13,180713_1
904,180713_200110,0,0,19:01:20,180713_1
905,180713_200117,0,0,19:01:27,180713_1
906,180713_200124,0,0,19:01:34,180713_1
907,180713_200131,0,0,19:01:41,180713_1
908,180713_200139,0,0,19:01:49,180713_1
909,180713_200147,0,0,19:01:57,180713_1
910,180713_200156,0,0,19:02:06,180713_1
911,180713_200204,0,0,19:02:14,180713_1
912,180713_200210,0,0,19:02:20,180713_1
913,180713_200253,0,0,19:02:27,180713_1
914,180713_200256,0,0,19:03:03,180713_1
915,180713_200302,0,0,19:03:12,180713_1
916,180713_200310,0,0,19:03:20,180713_1
917,180713_200317,0,0,19:03:27,180713_1
918,180713_200325,0,0,19:03:35,180713_1
919,180713_200331,0,0,19:03:41,180713_1
920,180713_200342,0,0,19:03:52,180713_1
921,180713_200351,0,0,19:04:01,180713_1
922,180713_200358,0,0,19:04:08,180713_1
923,180713_200406,0,0,19:04:16,180713_1
924,180713_201303,0,0,19:13:13,180713_1
925,180713_201310,0,0,19:13:20,180713_1
926,180713_201317,0,0,19:13:27,180713_1
927,180713_201325,0,0,19:13:35,180713_1
928,180713_201335,0,0,19:13:45,180713_1
929,180713_201344,0,0,19:13:54,180713_1
930,180713_201352,0,0,19:14:02,180713_1
931,180713_201400,0,0,19:14:10,180713_1
932,180713_201407,0,0,19:14:18,180713_1
933,180713_201415,0,0,19:14:25,180713_1
934,180713_201454,0,0,19:14:32,180713_1
935,180713_201503,0,0,19:15:05,180713_1
936,180713_201509,0,0,19:15:19,180713_1
937,180713_201519,0,0,19:15:29,180713_1
938,180713_201528,0,0,19:15:38,180713_1
939,180713_201535,0,0,19:15:45,180713_1
940,180713_201543,0,0,19:15:53,180713_1
941,180713_201551,0,0,19:16:01,180713_1
942,180713_201558,0,0,19:16:08,180713_1
943,180713_201606,1,0,19:16:16,180713_1
944,180713_202503,0,0,19:25:13,180713_1
945,180713_202511,0,0,19:25:21,180713_1
946,180713_202519,0,0,19:25:29,180713_1
947,180713_202526,0,0,19:25:36,180713_1
948,180713_202534,0,0,19:25:44,180713_1
949,180713_202542,0,0,19:25:52,180713_1
950,180713_202549,0,0,19:26:00,180713_1
951,180713_202602,0,0,19:26:12,180713_1
952,180713_202610,0,0,19:26:20,180713_1
953,180713_202655,0,0,19:26:28,180713_1
954,180713_202659,0,0,19:27:06,180713_1
955,180713_202706,0,0,19:27:16,180713_1
956,180713_202714,0,0,19:27:24,180713_1
957,180713_202722,0,0,19:27:32,180713_1
958,180713_202734,0,0,19:27:44,180713_1
959,180713_202742,0,0,19:27:52,180713_1
960,180713_202751,0,0,19:28:01,180713_1
961,180713_202758,0,0,19:28:08,180713_1
962,180713_202806,0,0,19:28:16,180713_1
963,180713_203703,0,0,19:37:13,180713_1
964,180713_203710,0,0,19:37:20,180713_1
965,180713_203718,0,0,19:37:28,180713_1
966,180713_203726,0,0,19:37:36,180713_1
967,180713_203734,0,0,19:37:44,180713_1
968,180713_203744,0,0,19:37:54,180713_1
969,180713_203753,0,0,19:38:03,180713_1
970,180713_203803,0,0,19:38:13,180713_1
971,180713_203811,0,0,19:38:21,180713_1
972,180713_203852,0,0,19:38:30,180713_1
973,180713_203857,0,0,19:39:03,180713_1
974,180713_203905,0,0,19:39:15,180713_1
975,180713_203913,0,0,19:39:23,180713_1
976,180713_203921,0,0,19:39:32,180713_1
977,180713_203930,0,0,19:39:40,180713_1
978,180713_203938,0,0,19:39:49,180713_1
979,180713_203947,0,0,19:39:57,180713_1
980,180713_203956,0,0,19:40:06,180713_1
981,180713_204004,0,0,19:40:14,180713_1
982,180713_204903,0,0,19:49:13,180713_1
983,180713_204911,0,0,19:49:21,180713_1
984,180713_204919,0,0,19:49:29,180713_1
985,180713_204927,0,0,19:49:37,180713_1
986,180713_204935,0,0,19:49:45,180713_1
987,180713_204943,0,0,19:49:53,180713_1
988,180713_204954,0,0,19:50:04,180713_1
989,180713_205003,0,0,19:50:13,180713_1
990,180713_205011,0,0,19:50:21,180713_1
